id,dificultad,tema,enunciado,input_desc,output_desc,restricciones,ejemplo_entrada,ejemplo_salida,codigo,explicacion,tiempo,memoria
ex_0159,dificil,dp,Calcula la distancia de edición entre dos cadenas.,Dos líneas con cadenas a y b.,El número mínimo de operaciones de edición.,1 <= longitud <= 5000,"casa
caso",1,"import sys

a = sys.stdin.readline().strip()
b = sys.stdin.readline().strip()
if not a and not b:
    raise SystemExit
n, m = len(a), len(b)
dp = [[0]*(m+1) for _ in range(n+1)]
for i in range(n+1):
    dp[i][0] = i
for j in range(m+1):
    dp[0][j] = j
for i in range(1, n+1):
    for j in range(1, m+1):
        cost = 0 if a[i-1] == b[j-1] else 1
        dp[i][j] = min(dp[i-1][j]+1, dp[i][j-1]+1, dp[i-1][j-1]+cost)
print(dp[n][m])
",DP clásico donde dp[i][j] es la distancia entre prefijos.,O(n*m),O(n*m)
ex_0160,dificil,graph,Obtén un orden topológico de un grafo dirigido acíclico.,"n m, seguido de m aristas dirigidas (u v).",Un orden topológico válido o CICLO si no existe.,"1 <= n <= 200000
1 <= m <= 300000","6 6
1 2
1 3
3 4
2 4
4 5
5 6",1 2 3 4 5 6,"import sys
from collections import deque

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
it = iter(data)
n = next(it); m = next(it)
indeg = [0]*(n+1)
g = [[] for _ in range(n+1)]
for _ in range(m):
    u = next(it); v = next(it)
    g[u].append(v)
    indeg[v] += 1
q = deque([i for i in range(1, n+1) if indeg[i] == 0])
order = []
while q:
    u = q.popleft()
    order.append(u)
    for v in g[u]:
        indeg[v] -= 1
        if indeg[v] == 0:
            q.append(v)
if len(order) != n:
    print(""CICLO"")
else:
    print("" "".join(map(str, order)))
",Kahn: se toman nodos con indegree 0 hasta completar el orden.,O(n+m),O(n+m)
ex_0161,dificil,dp,Cuenta de cuántas formas se puede formar una cantidad con monedas dadas.,"m, luego m valores de monedas y finalmente la cantidad objetivo.",Número de formas distintas de formar la cantidad.,"1 <= m <= 100
1 <= objetivo <= 10000","3
1 2 5
7",6,"import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
m = data[0]
coins = data[1:1+m]
amount = data[1+m]
ways = [0]*(amount+1)
ways[0] = 1
for c in coins:
    for v in range(c, amount+1):
        ways[v] += ways[v-c]
print(ways[amount])
",DP de conteo: ways[v] acumula las formas de llegar a v.,O(m*objetivo),O(objetivo)
ex_0162,dificil,dp,Calcula la distancia de edición entre dos cadenas.,Dos líneas con cadenas a y b.,El número mínimo de operaciones de edición.,1 <= longitud <= 5000,"casa
caso",1,"import sys

a = sys.stdin.readline().strip()
b = sys.stdin.readline().strip()
if not a and not b:
    raise SystemExit
n, m = len(a), len(b)
dp = [[0]*(m+1) for _ in range(n+1)]
for i in range(n+1):
    dp[i][0] = i
for j in range(m+1):
    dp[0][j] = j
for i in range(1, n+1):
    for j in range(1, m+1):
        cost = 0 if a[i-1] == b[j-1] else 1
        dp[i][j] = min(dp[i-1][j]+1, dp[i][j-1]+1, dp[i-1][j-1]+cost)
print(dp[n][m])
",DP clásico donde dp[i][j] es la distancia entre prefijos.,O(n*m),O(n*m)
ex_0163,dificil,dp,Cuenta de cuántas formas se puede formar una cantidad con monedas dadas.,"m, luego m valores de monedas y finalmente la cantidad objetivo.",Número de formas distintas de formar la cantidad.,"1 <= m <= 100
1 <= objetivo <= 10000","3
1 2 5
6",5,"import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
m = data[0]
coins = data[1:1+m]
amount = data[1+m]
ways = [0]*(amount+1)
ways[0] = 1
for c in coins:
    for v in range(c, amount+1):
        ways[v] += ways[v-c]
print(ways[amount])
",DP de conteo: ways[v] acumula las formas de llegar a v.,O(m*objetivo),O(objetivo)
ex_0164,dificil,graph,Obtén un orden topológico de un grafo dirigido acíclico.,"n m, seguido de m aristas dirigidas (u v).",Un orden topológico válido o CICLO si no existe.,"1 <= n <= 200000
1 <= m <= 300000","6 6
1 2
1 3
3 4
2 4
4 5
5 6",1 2 3 4 5 6,"import sys
from collections import deque

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
it = iter(data)
n = next(it); m = next(it)
indeg = [0]*(n+1)
g = [[] for _ in range(n+1)]
for _ in range(m):
    u = next(it); v = next(it)
    g[u].append(v)
    indeg[v] += 1
q = deque([i for i in range(1, n+1) if indeg[i] == 0])
order = []
while q:
    u = q.popleft()
    order.append(u)
    for v in g[u]:
        indeg[v] -= 1
        if indeg[v] == 0:
            q.append(v)
if len(order) != n:
    print(""CICLO"")
else:
    print("" "".join(map(str, order)))
",Kahn: se toman nodos con indegree 0 hasta completar el orden.,O(n+m),O(n+m)
ex_0165,dificil,dp,Cuenta de cuántas formas se puede formar una cantidad con monedas dadas.,"m, luego m valores de monedas y finalmente la cantidad objetivo.",Número de formas distintas de formar la cantidad.,"1 <= m <= 100
1 <= objetivo <= 10000","3
1 2 5
7",6,"import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
m = data[0]
coins = data[1:1+m]
amount = data[1+m]
ways = [0]*(amount+1)
ways[0] = 1
for c in coins:
    for v in range(c, amount+1):
        ways[v] += ways[v-c]
print(ways[amount])
",DP de conteo: ways[v] acumula las formas de llegar a v.,O(m*objetivo),O(objetivo)
ex_0166,dificil,graph,Obtén un orden topológico de un grafo dirigido acíclico.,"n m, seguido de m aristas dirigidas (u v).",Un orden topológico válido o CICLO si no existe.,"1 <= n <= 200000
1 <= m <= 300000","6 6
1 2
1 3
3 4
2 4
4 5
5 6",1 2 3 4 5 6,"import sys
from collections import deque

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
it = iter(data)
n = next(it); m = next(it)
indeg = [0]*(n+1)
g = [[] for _ in range(n+1)]
for _ in range(m):
    u = next(it); v = next(it)
    g[u].append(v)
    indeg[v] += 1
q = deque([i for i in range(1, n+1) if indeg[i] == 0])
order = []
while q:
    u = q.popleft()
    order.append(u)
    for v in g[u]:
        indeg[v] -= 1
        if indeg[v] == 0:
            q.append(v)
if len(order) != n:
    print(""CICLO"")
else:
    print("" "".join(map(str, order)))
",Kahn: se toman nodos con indegree 0 hasta completar el orden.,O(n+m),O(n+m)
ex_0167,dificil,graph,Encuentra la distancia mínima entre dos nodos en un grafo ponderado no dirigido.,"n m, luego m aristas (u v w) y finalmente inicio y fin.","La distancia mínima, o -1 si no hay camino.","1 <= n <= 200000
1 <= m <= 300000","5 6
1 2 4
1 3 2
3 2 1
2 4 7
3 4 3
4 5 1
1 5",6,"import sys, heapq

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
it = iter(data)
n = next(it)
m = next(it)
graph = [[] for _ in range(n+1)]
for _ in range(m):
    u = next(it); v = next(it); w = next(it)
    graph[u].append((v, w))
    graph[v].append((u, w))
start = next(it); end = next(it)
INF = 10**18
dist = [INF]*(n+1)
dist[start] = 0
pq = [(0, start)]
while pq:
    d, u = heapq.heappop(pq)
    if d != dist[u]:
        continue
    for v, w in graph[u]:
        nd = d + w
        if nd < dist[v]:
            dist[v] = nd
            heapq.heappush(pq, (nd, v))
ans = dist[end] if dist[end] < INF else -1
print(ans)
",Dijkstra con cola de prioridad para obtener la distancia mínima.,O((n+m) log n),O(n+m)
ex_0168,dificil,dp,Calcula la distancia de edición entre dos cadenas.,Dos líneas con cadenas a y b.,El número mínimo de operaciones de edición.,1 <= longitud <= 5000,"barco
banco",1,"import sys

a = sys.stdin.readline().strip()
b = sys.stdin.readline().strip()
if not a and not b:
    raise SystemExit
n, m = len(a), len(b)
dp = [[0]*(m+1) for _ in range(n+1)]
for i in range(n+1):
    dp[i][0] = i
for j in range(m+1):
    dp[0][j] = j
for i in range(1, n+1):
    for j in range(1, m+1):
        cost = 0 if a[i-1] == b[j-1] else 1
        dp[i][j] = min(dp[i-1][j]+1, dp[i][j-1]+1, dp[i-1][j-1]+cost)
print(dp[n][m])
",DP clásico donde dp[i][j] es la distancia entre prefijos.,O(n*m),O(n*m)
ex_0169,dificil,dp,Calcula la distancia de edición entre dos cadenas.,Dos líneas con cadenas a y b.,El número mínimo de operaciones de edición.,1 <= longitud <= 5000,"gato
gata",1,"import sys

a = sys.stdin.readline().strip()
b = sys.stdin.readline().strip()
if not a and not b:
    raise SystemExit
n, m = len(a), len(b)
dp = [[0]*(m+1) for _ in range(n+1)]
for i in range(n+1):
    dp[i][0] = i
for j in range(m+1):
    dp[0][j] = j
for i in range(1, n+1):
    for j in range(1, m+1):
        cost = 0 if a[i-1] == b[j-1] else 1
        dp[i][j] = min(dp[i-1][j]+1, dp[i][j-1]+1, dp[i-1][j-1]+cost)
print(dp[n][m])
",DP clásico donde dp[i][j] es la distancia entre prefijos.,O(n*m),O(n*m)
ex_0170,dificil,graph,Obtén un orden topológico de un grafo dirigido acíclico.,"n m, seguido de m aristas dirigidas (u v).",Un orden topológico válido o CICLO si no existe.,"1 <= n <= 200000
1 <= m <= 300000","6 6
1 2
1 3
3 4
2 4
4 5
5 6",1 2 3 4 5 6,"import sys
from collections import deque

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
it = iter(data)
n = next(it); m = next(it)
indeg = [0]*(n+1)
g = [[] for _ in range(n+1)]
for _ in range(m):
    u = next(it); v = next(it)
    g[u].append(v)
    indeg[v] += 1
q = deque([i for i in range(1, n+1) if indeg[i] == 0])
order = []
while q:
    u = q.popleft()
    order.append(u)
    for v in g[u]:
        indeg[v] -= 1
        if indeg[v] == 0:
            q.append(v)
if len(order) != n:
    print(""CICLO"")
else:
    print("" "".join(map(str, order)))
",Kahn: se toman nodos con indegree 0 hasta completar el orden.,O(n+m),O(n+m)
ex_0171,dificil,dp,Calcula la distancia de edición entre dos cadenas.,Dos líneas con cadenas a y b.,El número mínimo de operaciones de edición.,1 <= longitud <= 5000,"gato
gata",1,"import sys

a = sys.stdin.readline().strip()
b = sys.stdin.readline().strip()
if not a and not b:
    raise SystemExit
n, m = len(a), len(b)
dp = [[0]*(m+1) for _ in range(n+1)]
for i in range(n+1):
    dp[i][0] = i
for j in range(m+1):
    dp[0][j] = j
for i in range(1, n+1):
    for j in range(1, m+1):
        cost = 0 if a[i-1] == b[j-1] else 1
        dp[i][j] = min(dp[i-1][j]+1, dp[i][j-1]+1, dp[i-1][j-1]+cost)
print(dp[n][m])
",DP clásico donde dp[i][j] es la distancia entre prefijos.,O(n*m),O(n*m)
ex_0172,dificil,graph,Obtén un orden topológico de un grafo dirigido acíclico.,"n m, seguido de m aristas dirigidas (u v).",Un orden topológico válido o CICLO si no existe.,"1 <= n <= 200000
1 <= m <= 300000","6 6
1 2
1 3
3 4
2 4
4 5
5 6",1 2 3 4 5 6,"import sys
from collections import deque

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
it = iter(data)
n = next(it); m = next(it)
indeg = [0]*(n+1)
g = [[] for _ in range(n+1)]
for _ in range(m):
    u = next(it); v = next(it)
    g[u].append(v)
    indeg[v] += 1
q = deque([i for i in range(1, n+1) if indeg[i] == 0])
order = []
while q:
    u = q.popleft()
    order.append(u)
    for v in g[u]:
        indeg[v] -= 1
        if indeg[v] == 0:
            q.append(v)
if len(order) != n:
    print(""CICLO"")
else:
    print("" "".join(map(str, order)))
",Kahn: se toman nodos con indegree 0 hasta completar el orden.,O(n+m),O(n+m)
ex_0173,dificil,graph,Obtén un orden topológico de un grafo dirigido acíclico.,"n m, seguido de m aristas dirigidas (u v).",Un orden topológico válido o CICLO si no existe.,"1 <= n <= 200000
1 <= m <= 300000","6 6
1 2
1 3
3 4
2 4
4 5
5 6",1 2 3 4 5 6,"import sys
from collections import deque

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
it = iter(data)
n = next(it); m = next(it)
indeg = [0]*(n+1)
g = [[] for _ in range(n+1)]
for _ in range(m):
    u = next(it); v = next(it)
    g[u].append(v)
    indeg[v] += 1
q = deque([i for i in range(1, n+1) if indeg[i] == 0])
order = []
while q:
    u = q.popleft()
    order.append(u)
    for v in g[u]:
        indeg[v] -= 1
        if indeg[v] == 0:
            q.append(v)
if len(order) != n:
    print(""CICLO"")
else:
    print("" "".join(map(str, order)))
",Kahn: se toman nodos con indegree 0 hasta completar el orden.,O(n+m),O(n+m)
ex_0174,dificil,graph,Encuentra la distancia mínima entre dos nodos en un grafo ponderado no dirigido.,"n m, luego m aristas (u v w) y finalmente inicio y fin.","La distancia mínima, o -1 si no hay camino.","1 <= n <= 200000
1 <= m <= 300000","5 6
1 2 4
1 3 2
3 2 1
2 4 7
3 4 3
4 5 1
1 5",6,"import sys, heapq

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
it = iter(data)
n = next(it)
m = next(it)
graph = [[] for _ in range(n+1)]
for _ in range(m):
    u = next(it); v = next(it); w = next(it)
    graph[u].append((v, w))
    graph[v].append((u, w))
start = next(it); end = next(it)
INF = 10**18
dist = [INF]*(n+1)
dist[start] = 0
pq = [(0, start)]
while pq:
    d, u = heapq.heappop(pq)
    if d != dist[u]:
        continue
    for v, w in graph[u]:
        nd = d + w
        if nd < dist[v]:
            dist[v] = nd
            heapq.heappush(pq, (nd, v))
ans = dist[end] if dist[end] < INF else -1
print(ans)
",Dijkstra con cola de prioridad para obtener la distancia mínima.,O((n+m) log n),O(n+m)
ex_0175,dificil,graph,Encuentra la distancia mínima entre dos nodos en un grafo ponderado no dirigido.,"n m, luego m aristas (u v w) y finalmente inicio y fin.","La distancia mínima, o -1 si no hay camino.","1 <= n <= 200000
1 <= m <= 300000","5 6
1 2 4
1 3 2
3 2 1
2 4 7
3 4 3
4 5 1
1 5",6,"import sys, heapq

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
it = iter(data)
n = next(it)
m = next(it)
graph = [[] for _ in range(n+1)]
for _ in range(m):
    u = next(it); v = next(it); w = next(it)
    graph[u].append((v, w))
    graph[v].append((u, w))
start = next(it); end = next(it)
INF = 10**18
dist = [INF]*(n+1)
dist[start] = 0
pq = [(0, start)]
while pq:
    d, u = heapq.heappop(pq)
    if d != dist[u]:
        continue
    for v, w in graph[u]:
        nd = d + w
        if nd < dist[v]:
            dist[v] = nd
            heapq.heappush(pq, (nd, v))
ans = dist[end] if dist[end] < INF else -1
print(ans)
",Dijkstra con cola de prioridad para obtener la distancia mínima.,O((n+m) log n),O(n+m)
ex_0176,dificil,graph,Obtén un orden topológico de un grafo dirigido acíclico.,"n m, seguido de m aristas dirigidas (u v).",Un orden topológico válido o CICLO si no existe.,"1 <= n <= 200000
1 <= m <= 300000","6 6
1 2
1 3
3 4
2 4
4 5
5 6",1 2 3 4 5 6,"import sys
from collections import deque

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
it = iter(data)
n = next(it); m = next(it)
indeg = [0]*(n+1)
g = [[] for _ in range(n+1)]
for _ in range(m):
    u = next(it); v = next(it)
    g[u].append(v)
    indeg[v] += 1
q = deque([i for i in range(1, n+1) if indeg[i] == 0])
order = []
while q:
    u = q.popleft()
    order.append(u)
    for v in g[u]:
        indeg[v] -= 1
        if indeg[v] == 0:
            q.append(v)
if len(order) != n:
    print(""CICLO"")
else:
    print("" "".join(map(str, order)))
",Kahn: se toman nodos con indegree 0 hasta completar el orden.,O(n+m),O(n+m)
ex_0177,dificil,dp,Cuenta de cuántas formas se puede formar una cantidad con monedas dadas.,"m, luego m valores de monedas y finalmente la cantidad objetivo.",Número de formas distintas de formar la cantidad.,"1 <= m <= 100
1 <= objetivo <= 10000","3
1 2 5
7",6,"import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
m = data[0]
coins = data[1:1+m]
amount = data[1+m]
ways = [0]*(amount+1)
ways[0] = 1
for c in coins:
    for v in range(c, amount+1):
        ways[v] += ways[v-c]
print(ways[amount])
",DP de conteo: ways[v] acumula las formas de llegar a v.,O(m*objetivo),O(objetivo)
ex_0178,dificil,graph,Encuentra la distancia mínima entre dos nodos en un grafo ponderado no dirigido.,"n m, luego m aristas (u v w) y finalmente inicio y fin.","La distancia mínima, o -1 si no hay camino.","1 <= n <= 200000
1 <= m <= 300000","5 6
1 2 4
1 3 2
3 2 1
2 4 7
3 4 3
4 5 1
1 5",6,"import sys, heapq

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
it = iter(data)
n = next(it)
m = next(it)
graph = [[] for _ in range(n+1)]
for _ in range(m):
    u = next(it); v = next(it); w = next(it)
    graph[u].append((v, w))
    graph[v].append((u, w))
start = next(it); end = next(it)
INF = 10**18
dist = [INF]*(n+1)
dist[start] = 0
pq = [(0, start)]
while pq:
    d, u = heapq.heappop(pq)
    if d != dist[u]:
        continue
    for v, w in graph[u]:
        nd = d + w
        if nd < dist[v]:
            dist[v] = nd
            heapq.heappush(pq, (nd, v))
ans = dist[end] if dist[end] < INF else -1
print(ans)
",Dijkstra con cola de prioridad para obtener la distancia mínima.,O((n+m) log n),O(n+m)
ex_0179,dificil,dp,Cuenta de cuántas formas se puede formar una cantidad con monedas dadas.,"m, luego m valores de monedas y finalmente la cantidad objetivo.",Número de formas distintas de formar la cantidad.,"1 <= m <= 100
1 <= objetivo <= 10000","3
1 2 5
6",5,"import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
m = data[0]
coins = data[1:1+m]
amount = data[1+m]
ways = [0]*(amount+1)
ways[0] = 1
for c in coins:
    for v in range(c, amount+1):
        ways[v] += ways[v-c]
print(ways[amount])
",DP de conteo: ways[v] acumula las formas de llegar a v.,O(m*objetivo),O(objetivo)
ex_0180,dificil,graph,Obtén un orden topológico de un grafo dirigido acíclico.,"n m, seguido de m aristas dirigidas (u v).",Un orden topológico válido o CICLO si no existe.,"1 <= n <= 200000
1 <= m <= 300000","6 6
1 2
1 3
3 4
2 4
4 5
5 6",1 2 3 4 5 6,"import sys
from collections import deque

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
it = iter(data)
n = next(it); m = next(it)
indeg = [0]*(n+1)
g = [[] for _ in range(n+1)]
for _ in range(m):
    u = next(it); v = next(it)
    g[u].append(v)
    indeg[v] += 1
q = deque([i for i in range(1, n+1) if indeg[i] == 0])
order = []
while q:
    u = q.popleft()
    order.append(u)
    for v in g[u]:
        indeg[v] -= 1
        if indeg[v] == 0:
            q.append(v)
if len(order) != n:
    print(""CICLO"")
else:
    print("" "".join(map(str, order)))
",Kahn: se toman nodos con indegree 0 hasta completar el orden.,O(n+m),O(n+m)
ex_0181,dificil,dp,Cuenta de cuántas formas se puede formar una cantidad con monedas dadas.,"m, luego m valores de monedas y finalmente la cantidad objetivo.",Número de formas distintas de formar la cantidad.,"1 <= m <= 100
1 <= objetivo <= 10000","3
1 2 5
6",5,"import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
m = data[0]
coins = data[1:1+m]
amount = data[1+m]
ways = [0]*(amount+1)
ways[0] = 1
for c in coins:
    for v in range(c, amount+1):
        ways[v] += ways[v-c]
print(ways[amount])
",DP de conteo: ways[v] acumula las formas de llegar a v.,O(m*objetivo),O(objetivo)
ex_0182,dificil,dp,Cuenta de cuántas formas se puede formar una cantidad con monedas dadas.,"m, luego m valores de monedas y finalmente la cantidad objetivo.",Número de formas distintas de formar la cantidad.,"1 <= m <= 100
1 <= objetivo <= 10000","3
1 2 5
5",4,"import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
m = data[0]
coins = data[1:1+m]
amount = data[1+m]
ways = [0]*(amount+1)
ways[0] = 1
for c in coins:
    for v in range(c, amount+1):
        ways[v] += ways[v-c]
print(ways[amount])
",DP de conteo: ways[v] acumula las formas de llegar a v.,O(m*objetivo),O(objetivo)
ex_0183,dificil,graph,Obtén un orden topológico de un grafo dirigido acíclico.,"n m, seguido de m aristas dirigidas (u v).",Un orden topológico válido o CICLO si no existe.,"1 <= n <= 200000
1 <= m <= 300000","6 6
1 2
1 3
3 4
2 4
4 5
5 6",1 2 3 4 5 6,"import sys
from collections import deque

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
it = iter(data)
n = next(it); m = next(it)
indeg = [0]*(n+1)
g = [[] for _ in range(n+1)]
for _ in range(m):
    u = next(it); v = next(it)
    g[u].append(v)
    indeg[v] += 1
q = deque([i for i in range(1, n+1) if indeg[i] == 0])
order = []
while q:
    u = q.popleft()
    order.append(u)
    for v in g[u]:
        indeg[v] -= 1
        if indeg[v] == 0:
            q.append(v)
if len(order) != n:
    print(""CICLO"")
else:
    print("" "".join(map(str, order)))
",Kahn: se toman nodos con indegree 0 hasta completar el orden.,O(n+m),O(n+m)
ex_0184,dificil,graph,Encuentra la distancia mínima entre dos nodos en un grafo ponderado no dirigido.,"n m, luego m aristas (u v w) y finalmente inicio y fin.","La distancia mínima, o -1 si no hay camino.","1 <= n <= 200000
1 <= m <= 300000","5 6
1 2 4
1 3 2
3 2 1
2 4 7
3 4 3
4 5 1
1 5",6,"import sys, heapq

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
it = iter(data)
n = next(it)
m = next(it)
graph = [[] for _ in range(n+1)]
for _ in range(m):
    u = next(it); v = next(it); w = next(it)
    graph[u].append((v, w))
    graph[v].append((u, w))
start = next(it); end = next(it)
INF = 10**18
dist = [INF]*(n+1)
dist[start] = 0
pq = [(0, start)]
while pq:
    d, u = heapq.heappop(pq)
    if d != dist[u]:
        continue
    for v, w in graph[u]:
        nd = d + w
        if nd < dist[v]:
            dist[v] = nd
            heapq.heappush(pq, (nd, v))
ans = dist[end] if dist[end] < INF else -1
print(ans)
",Dijkstra con cola de prioridad para obtener la distancia mínima.,O((n+m) log n),O(n+m)
ex_0185,dificil,graph,Encuentra la distancia mínima entre dos nodos en un grafo ponderado no dirigido.,"n m, luego m aristas (u v w) y finalmente inicio y fin.","La distancia mínima, o -1 si no hay camino.","1 <= n <= 200000
1 <= m <= 300000","5 6
1 2 4
1 3 2
3 2 1
2 4 7
3 4 3
4 5 1
1 5",6,"import sys, heapq

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
it = iter(data)
n = next(it)
m = next(it)
graph = [[] for _ in range(n+1)]
for _ in range(m):
    u = next(it); v = next(it); w = next(it)
    graph[u].append((v, w))
    graph[v].append((u, w))
start = next(it); end = next(it)
INF = 10**18
dist = [INF]*(n+1)
dist[start] = 0
pq = [(0, start)]
while pq:
    d, u = heapq.heappop(pq)
    if d != dist[u]:
        continue
    for v, w in graph[u]:
        nd = d + w
        if nd < dist[v]:
            dist[v] = nd
            heapq.heappush(pq, (nd, v))
ans = dist[end] if dist[end] < INF else -1
print(ans)
",Dijkstra con cola de prioridad para obtener la distancia mínima.,O((n+m) log n),O(n+m)
ex_0186,dificil,dp,Cuenta de cuántas formas se puede formar una cantidad con monedas dadas.,"m, luego m valores de monedas y finalmente la cantidad objetivo.",Número de formas distintas de formar la cantidad.,"1 <= m <= 100
1 <= objetivo <= 10000","3
1 2 5
5",4,"import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
m = data[0]
coins = data[1:1+m]
amount = data[1+m]
ways = [0]*(amount+1)
ways[0] = 1
for c in coins:
    for v in range(c, amount+1):
        ways[v] += ways[v-c]
print(ways[amount])
",DP de conteo: ways[v] acumula las formas de llegar a v.,O(m*objetivo),O(objetivo)
ex_0187,dificil,graph,Obtén un orden topológico de un grafo dirigido acíclico.,"n m, seguido de m aristas dirigidas (u v).",Un orden topológico válido o CICLO si no existe.,"1 <= n <= 200000
1 <= m <= 300000","6 6
1 2
1 3
3 4
2 4
4 5
5 6",1 2 3 4 5 6,"import sys
from collections import deque

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
it = iter(data)
n = next(it); m = next(it)
indeg = [0]*(n+1)
g = [[] for _ in range(n+1)]
for _ in range(m):
    u = next(it); v = next(it)
    g[u].append(v)
    indeg[v] += 1
q = deque([i for i in range(1, n+1) if indeg[i] == 0])
order = []
while q:
    u = q.popleft()
    order.append(u)
    for v in g[u]:
        indeg[v] -= 1
        if indeg[v] == 0:
            q.append(v)
if len(order) != n:
    print(""CICLO"")
else:
    print("" "".join(map(str, order)))
",Kahn: se toman nodos con indegree 0 hasta completar el orden.,O(n+m),O(n+m)
ex_0188,dificil,dp,Cuenta de cuántas formas se puede formar una cantidad con monedas dadas.,"m, luego m valores de monedas y finalmente la cantidad objetivo.",Número de formas distintas de formar la cantidad.,"1 <= m <= 100
1 <= objetivo <= 10000","3
1 2 5
5",4,"import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
m = data[0]
coins = data[1:1+m]
amount = data[1+m]
ways = [0]*(amount+1)
ways[0] = 1
for c in coins:
    for v in range(c, amount+1):
        ways[v] += ways[v-c]
print(ways[amount])
",DP de conteo: ways[v] acumula las formas de llegar a v.,O(m*objetivo),O(objetivo)
ex_0189,dificil,graph,Obtén un orden topológico de un grafo dirigido acíclico.,"n m, seguido de m aristas dirigidas (u v).",Un orden topológico válido o CICLO si no existe.,"1 <= n <= 200000
1 <= m <= 300000","6 6
1 2
1 3
3 4
2 4
4 5
5 6",1 2 3 4 5 6,"import sys
from collections import deque

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
it = iter(data)
n = next(it); m = next(it)
indeg = [0]*(n+1)
g = [[] for _ in range(n+1)]
for _ in range(m):
    u = next(it); v = next(it)
    g[u].append(v)
    indeg[v] += 1
q = deque([i for i in range(1, n+1) if indeg[i] == 0])
order = []
while q:
    u = q.popleft()
    order.append(u)
    for v in g[u]:
        indeg[v] -= 1
        if indeg[v] == 0:
            q.append(v)
if len(order) != n:
    print(""CICLO"")
else:
    print("" "".join(map(str, order)))
",Kahn: se toman nodos con indegree 0 hasta completar el orden.,O(n+m),O(n+m)
ex_0190,dificil,graph,Encuentra la distancia mínima entre dos nodos en un grafo ponderado no dirigido.,"n m, luego m aristas (u v w) y finalmente inicio y fin.","La distancia mínima, o -1 si no hay camino.","1 <= n <= 200000
1 <= m <= 300000","5 6
1 2 4
1 3 2
3 2 1
2 4 7
3 4 3
4 5 1
1 5",6,"import sys, heapq

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
it = iter(data)
n = next(it)
m = next(it)
graph = [[] for _ in range(n+1)]
for _ in range(m):
    u = next(it); v = next(it); w = next(it)
    graph[u].append((v, w))
    graph[v].append((u, w))
start = next(it); end = next(it)
INF = 10**18
dist = [INF]*(n+1)
dist[start] = 0
pq = [(0, start)]
while pq:
    d, u = heapq.heappop(pq)
    if d != dist[u]:
        continue
    for v, w in graph[u]:
        nd = d + w
        if nd < dist[v]:
            dist[v] = nd
            heapq.heappush(pq, (nd, v))
ans = dist[end] if dist[end] < INF else -1
print(ans)
",Dijkstra con cola de prioridad para obtener la distancia mínima.,O((n+m) log n),O(n+m)
ex_0191,dificil,dp,Cuenta de cuántas formas se puede formar una cantidad con monedas dadas.,"m, luego m valores de monedas y finalmente la cantidad objetivo.",Número de formas distintas de formar la cantidad.,"1 <= m <= 100
1 <= objetivo <= 10000","3
1 2 5
5",4,"import sys

data = list(map(int, sys.stdin.read().split()))
if not data:
    raise SystemExit
m = data[0]
coins = data[1:1+m]
amount = data[1+m]
ways = [0]*(amount+1)
ways[0] = 1
for c in coins:
    for v in range(c, amount+1):
        ways[v] += ways[v-c]
print(ways[amount])
",DP de conteo: ways[v] acumula las formas de llegar a v.,O(m*objetivo),O(objetivo)
